date,total_sales
20/07/2021,"32,808,000"
21/07/2021,"17,842,000"
22/07/2021,"19,680,000"
23/07/2021,"94,645,000"
24/07/2021,"40,843,000"
25/07/2021,"6,174,000"
26/07/2021,"21,121,000"
27/07/2021,"7,678,000"
28/07/2021,"41,323,000"
29/07/2021,"37,551,000"
30/07/2021,"13,239,000"
31/07/2021,"39,314,000"
1/8/2021,"27,212,000"
2/8/2021,"9,608,000"
3/8/2021,"24,089,000"
4/8/2021,"12,355,000"
5/8/2021,"18,938,000"
6/8/2021,"11,606,000"
7/8/2021,"23,247,000"
8/8/2021,"13,421,000"
9/8/2021,"25,180,000"
10/8/2021,"14,757,000"
11/8/2021,"6,288,000"
12/8/2021,"20,609,000"
13/08/2021,"487,482,000"
14/08/2021,"166,695,000"
15/08/2021,"68,912,000"
16/08/2021,"52,156,000"
17/08/2021,"45,748,000"
18/08/2021,"86,355,000"
19/08/2021,"20,282,000"
20/08/2021,"263,048,000"
21/08/2021,"158,535,000"
22/08/2021,"-11,592,000"
24/08/2021,"18,822,000"
30/08/2021,"7,932,000"
1/9/2021,"2,700,000"
2/9/2021,"36,842,000"
4/9/2021,"13,960,000"
5/9/2021,"26,104,000"
6/9/2021,"203,139,000"
7/9/2021,"108,033,000"
8/9/2021,"34,669,000"
9/9/2021,"46,855,000"
10/9/2021,"38,518,000"
11/9/2021,"15,108,000"
13/09/2021,"387,299,000"
14/09/2021,"498,724,000"
15/09/2021,"256,019,000"
16/09/2021,"192,960,000"
17/09/2021,"45,490,000"
18/09/2021,"71,303,000"
19/09/2021,"65,236,000"
20/09/2021,"103,750,000"
21/09/2021,"99,082,000"
22/09/2021,"124,672,000"
23/09/2021,"45,284,000"
24/09/2021,"41,546,000"
25/09/2021,"83,311,000"
26/09/2021,"213,297,000"
27/09/2021,"23,251,000"
28/09/2021,"13,950,000"
29/09/2021,"35,727,000"
30/09/2021,"17,766,000"
1/10/2021,"123,513,000"
2/10/2021,"24,637,000"
3/10/2021,"12,931,000"
4/10/2021,"40,135,000"
5/10/2021,"28,129,000"
6/10/2021,"448,194,000"
7/10/2021,"1,169,105,000"
8/10/2021,"545,877,000"
9/10/2021,"138,715,000"
10/10/2021,"53,188,000"
11/10/2021,"149,476,000"
12/10/2021,"116,583,000"
13/10/2021,"56,080,000"
14/10/2021,"108,828,000"
15/10/2021,"65,338,000"
16/10/2021,"131,190,000"
17/10/2021,"96,333,000"
18/10/2021,"96,013,000"
19/10/2021,"79,491,000"
20/10/2021,"43,007,000"
21/10/2021,"52,756,000"
22/10/2021,"27,502,000"
23/10/2021,"60,966,000"
24/10/2021,"29,717,000"
25/10/2021,"62,767,000"
26/10/2021,"28,290,000"
27/10/2021,"45,596,000"
28/10/2021,"942,000"
29/10/2021,"51,939,000"
30/10/2021,"35,202,000"
31/10/2021,"1,710,000"
1/11/2021,"60,028,000"
2/11/2021,"38,117,000"
3/11/2021,"22,642,000"
4/11/2021,"59,835,000"
5/11/2021,"36,899,000"
6/11/2021,"33,857,000"
7/11/2021,"1,374,000"
8/11/2021,"93,130,000"
9/11/2021,"11,365,000"
10/11/2021,"29,660,000"
11/11/2021,"86,850,000"
12/11/2021,"21,175,000"
13/11/2021,"43,952,000"
14/11/2021,"15,402,000"
15/11/2021,"93,524,000"
16/11/2021,"54,907,000"
17/11/2021,"20,914,000"
18/11/2021,"50,985,000"
19/11/2021,"37,742,000"
20/11/2021,"8,442,000"
21/11/2021,"38,648,000"
22/11/2021,"48,641,000"
23/11/2021,"41,718,000"
24/11/2021,"46,040,000"
25/11/2021,"41,160,000"
26/11/2021,"37,368,000"
27/11/2021,"21,344,000"
28/11/2021,"5,234,000"
29/11/2021,"25,404,000"
30/11/2021,"47,304,000"
1/12/2021,"21,678,000"
2/12/2021,"110,124,000"
3/12/2021,"52,907,000"
4/12/2021,"45,687,000"
6/12/2021,"191,619,000"
7/12/2021,"72,229,000"
8/12/2021,"93,151,000"
9/12/2021,"85,397,000"
10/12/2021,"52,129,000"
11/12/2021,"25,593,000"
12/12/2021,"18,168,000"
13/12/2021,"79,503,000"
14/12/2021,"47,309,000"
15/12/2021,"57,461,000"
16/12/2021,"17,198,000"
17/12/2021,"31,522,000"
18/12/2021,"145,228,000"
19/12/2021,"13,806,000"
20/12/2021,"110,788,000"
21/12/2021,"33,980,000"
22/12/2021,"50,838,000"
23/12/2021,"22,188,000"
24/12/2021,"85,371,000"
25/12/2021,"16,987,000"
26/12/2021,"27,005,000"
27/12/2021,"68,496,000"
28/12/2021,"122,298,000"
29/12/2021,"131,586,000"
30/12/2021,"629,696,000"
31/12/2021,"121,771,000"
1/1/2022,"20,172,000"
2/1/2022,"1,116,000"
3/1/2022,"161,663,000"
4/1/2022,"58,581,000"
5/1/2022,"149,350,000"
6/1/2022,"159,510,000"
7/1/2022,"54,494,000"
8/1/2022,"31,738,000"
9/1/2022,"223,836,000"
10/1/2022,"219,298,000"
11/1/2022,"337,645,000"
12/1/2022,"97,798,000"
13/01/2022,"219,592,000"
14/01/2022,"45,876,000"
15/01/2022,"27,986,000"
16/01/2022,"188,950,000"
17/01/2022,"269,263,000"
18/01/2022,"181,592,000"
19/01/2022,"146,431,000"
20/01/2022,"88,932,000"
21/01/2022,"93,530,000"
22/01/2022,"45,578,000"
23/01/2022,"38,841,000"
24/01/2022,"107,033,000"
25/01/2022,"86,088,000"
26/01/2022,"17,430,000"
27/01/2022,"66,649,000"
28/01/2022,"21,443,000"
29/01/2022,"33,195,000"
30/01/2022,"1,116,000"
7/2/2022,"3,816,000"
8/2/2022,"26,969,000"
9/2/2022,"230,918,000"
10/2/2022,"27,858,000"
11/2/2022,"50,597,000"
12/2/2022,"87,387,326"
13/02/2022,"36,148,905"
14/02/2022,"93,171,000"
15/02/2022,"108,835,184"
16/02/2022,"164,796,086"
17/02/2022,"36,096,000"
18/02/2022,"41,724,000"
19/02/2022,"36,233,000"
20/02/2022,"23,871,104"
21/02/2022,"89,280,501"
22/02/2022,"64,381,086"
23/02/2022,"43,922,930"
24/02/2022,"56,635,149"
25/02/2022,"41,847,808"
26/02/2022,"18,792,920"
27/02/2022,"28,188,000"
28/02/2022,"69,588,614"
1/3/2022,"69,490,000"
2/3/2022,"74,561,318"
3/3/2022,"53,654,337"
4/3/2022,"58,740,701"
5/3/2022,"41,782,000"
6/3/2022,"14,941,000"
7/3/2022,"45,387,330"
8/3/2022,"54,499,620"
9/3/2022,"45,634,000"
10/3/2022,"29,550,000"
11/3/2022,"57,602,083"
12/3/2022,"20,405,000"
13/03/2022,"15,728,000"
14/03/2022,"64,874,880"
15/03/2022,"149,046,000"
16/03/2022,"65,131,234"
17/03/2022,"27,841,000"
18/03/2022,"15,792,000"
19/03/2022,"56,052,450"
20/03/2022,"14,323,000"
21/03/2022,"113,200,894"
22/03/2022,"129,969,584"
23/03/2022,"318,765,252"
24/03/2022,"54,724,000"
25/03/2022,"49,254,031"
26/03/2022,"41,741,385"
27/03/2022,"18,951,000"
28/03/2022,"184,673,532"
29/03/2022,"69,022,517"
30/03/2022,"37,382,250"
31/03/2022,"66,179,000"
1/4/2022,"87,341,505"
2/4/2022,"49,862,759"
3/4/2022,"-4,782,224"
4/4/2022,"120,176,599"
5/4/2022,"56,705,166"
6/4/2022,"68,278,000"
7/4/2022,"73,178,478"
8/4/2022,"106,563,624"
9/4/2022,"42,309,448"
10/4/2022,"2,580,000"
12/4/2022,"141,924,659"
13/04/2022,"94,778,708"
14/04/2022,"129,980,388"
15/04/2022,"34,194,000"
16/04/2022,"32,833,000"
17/04/2022,"30,454,000"
18/04/2022,"89,286,005"
19/04/2022,"43,648,197"
20/04/2022,"41,520,080"
21/04/2022,"46,032,088"
22/04/2022,"134,936,687"
23/04/2022,"35,903,088"
24/04/2022,"15,448,000"
25/04/2022,"77,702,549"
26/04/2022,"47,424,723"
27/04/2022,"51,852,462"
28/04/2022,"123,372,624"
29/04/2022,"40,706,000"
1/5/2022,"7,830,000"
2/5/2022,"10,956,000"
3/5/2022,"42,436,136"
4/5/2022,"66,294,100"
5/5/2022,"43,768,188"
6/5/2022,"44,424,072"
7/5/2022,"21,333,000"
9/5/2022,"85,650,712"
10/5/2022,"38,875,270"
11/5/2022,"8,201,264"
12/5/2022,"9,022,908"
13/05/2022,"63,500,000"
14/05/2022,"17,193,000"
15/05/2022,"13,683,000"
16/05/2022,"70,991,152"
17/05/2022,"57,251,870"
18/05/2022,"80,729,000"
19/05/2022,"98,256,028"
20/05/2022,"98,327,032"
21/05/2022,"41,575,000"
22/05/2022,"8,544,000"
23/05/2022,"46,820,924"
24/05/2022,"74,198,956"
25/05/2022,"81,504,058"
26/05/2022,"95,046,982"
27/05/2022,"62,172,000"
28/05/2022,"3,412,000"
29/05/2022,"21,168,000"
30/05/2022,"67,586,000"
31/05/2022,"104,813,936"
1/6/2022,"84,468,780"
2/6/2022,"49,802,000"
3/6/2022,"41,299,000"
4/6/2022,"17,738,000"
5/6/2022,"6,240,000"
6/6/2022,"79,235,576"
7/6/2022,"58,296,661"
8/6/2022,"60,204,000"
9/6/2022,"51,505,260"
10/6/2022,"83,837,656"
11/6/2022,"45,468,000"
12/6/2022,"21,883,000"
13/06/2022,"136,633,924"
14/06/2022,"419,587,652"
15/06/2022,"286,921,484"
16/06/2022,"283,351,107"
17/06/2022,"196,111,464"
18/06/2022,"126,361,024"
19/06/2022,"2,448,000"
20/06/2022,"223,070,056"
21/06/2022,"85,601,000"
22/06/2022,"72,402,000"
23/06/2022,"74,693,282"
24/06/2022,"97,516,522"
25/06/2022,"55,274,890"
26/06/2022,"4,140,000"
27/06/2022,"99,524,508"
28/06/2022,"35,777,000"
29/06/2022,"59,752,498"
30/06/2022,"150,932,486"
1/7/2022,"175,474,000"
2/7/2022,"42,409,448"
3/7/2022,"2,134,000"
4/7/2022,"88,701,000"
5/7/2022,"38,028,180"
6/7/2022,"95,679,938"
7/7/2022,"40,291,000"
8/7/2022,"77,538,000"
9/7/2022,"44,109,118"
10/7/2022,"13,962,000"
11/7/2022,"245,038,574"
12/7/2022,"56,968,000"
13/07/2022,"99,444,950"
14/07/2022,"28,466,000"
15/07/2022,"38,457,312"
16/07/2022,"18,997,070"
17/07/2022,"12,014,000"
18/07/2022,"124,388,940"
19/07/2022,"182,759,687"
20/07/2022,"97,257,875"
21/07/2022,"42,150,182"
22/07/2022,"55,159,000"
23/07/2022,"44,047,000"
25/07/2022,"168,991,070"
26/07/2022,"99,814,083"
27/07/2022,"173,098,100"
28/07/2022,"121,405,000"
29/07/2022,"116,358,306"
30/07/2022,"71,125,000"
31/07/2022,"15,456,000"
1/8/2022,"116,961,505"
2/8/2022,"81,057,063"
3/8/2022,"34,988,000"
4/8/2022,"64,775,611"
5/8/2022,"32,502,000"
6/8/2022,"50,328,170"
7/8/2022,"21,468,000"
8/8/2022,"47,200,998"
9/8/2022,"56,061,906"
10/8/2022,"40,203,448"
11/8/2022,"91,632,182"
12/8/2022,"581,730,000"
13/08/2022,"32,961,382"
14/08/2022,"1,632,000"
15/08/2022,"58,830,000"
16/08/2022,"18,528,907"
17/08/2022,"99,602,839"
18/08/2022,"27,098,268"
19/08/2022,"89,730,129"
20/08/2022,"74,690,564"
22/08/2022,"50,568,000"
23/08/2022,"40,510,893"
24/08/2022,"46,430,678"
25/08/2022,"25,500,456"
26/08/2022,"60,717,000"
27/08/2022,"85,288,000"
28/08/2022,"39,420,000"
29/08/2022,"264,773,777"
30/08/2022,"55,002,238"
31/08/2022,"35,781,903"
1/9/2022,"7,000,000"
3/9/2022,"7,056,000"
4/9/2022,"14,808,000"
5/9/2022,"230,471,422"
6/9/2022,"82,301,000"
7/9/2022,"503,694,793"
8/9/2022,"117,121,082"
9/9/2022,"77,846,786"
10/9/2022,"38,756,000"
11/9/2022,"24,567,512"
12/9/2022,"25,023,707"
13/09/2022,"29,150,512"
14/09/2022,"24,316,612"
15/09/2022,"32,821,530"
16/09/2022,"41,894,362"
17/09/2022,"15,582,000"
18/09/2022,"3,702,000"
19/09/2022,"28,777,816"
20/09/2022,"12,590,000"
21/09/2022,"62,401,996"
22/09/2022,"25,088,000"
23/09/2022,"12,030,000"
24/09/2022,"13,471,080"
25/09/2022,"7,786,000"
26/09/2022,"28,085,358"
27/09/2022,"149,822,000"
28/09/2022,"56,422,000"
29/09/2022,"345,611,260"
30/09/2022,"64,961,000"
1/10/2022,"36,374,352"
2/10/2022,"17,915,000"
3/10/2022,"56,299,320"
4/10/2022,"169,768,316"
5/10/2022,"20,007,536"
6/10/2022,"31,144,974"
7/10/2022,"20,350,312"
8/10/2022,"42,176,660"
9/10/2022,"182,384,000"
10/10/2022,"72,445,252"
11/10/2022,"129,806,832"
12/10/2022,"188,947,472"
13/10/2022,"148,832,696"
14/10/2022,"90,711,448"
15/10/2022,"48,770,432"
16/10/2022,"46,495,000"
17/10/2022,"100,946,382"
18/10/2022,"107,787,000"
19/10/2022,"643,145,848"
20/10/2022,"69,772,938"
21/10/2022,"107,237,392"
22/10/2022,"56,862,000"
23/10/2022,"9,054,000"
24/10/2022,"111,150,880"
25/10/2022,"125,963,494"
26/10/2022,"71,329,907"
27/10/2022,"45,432,508"
28/10/2022,"55,685,054"
29/10/2022,"46,241,626"
30/10/2022,"32,229,310"
31/10/2022,"53,664,143"
1/11/2022,"31,262,203"
2/11/2022,"56,038,675"
3/11/2022,"30,046,156"
4/11/2022,"118,825,356"
5/11/2022,"40,060,524"
6/11/2022,"13,994,000"
7/11/2022,"28,236,000"
8/11/2022,"153,572,744"
9/11/2022,"60,743,037"
10/11/2022,"44,947,000"
11/11/2022,"57,292,940"
12/11/2022,"21,522,000"
13/11/2022,"8,284,000"
14/11/2022,"58,425,618"
15/11/2022,"50,207,189"
16/11/2022,"64,656,320"
17/11/2022,"59,145,715"
18/11/2022,"54,921,648"
19/11/2022,"35,406,898"
20/11/2022,"40,463,000"
21/11/2022,"48,899,099"
22/11/2022,"116,824,029"
23/11/2022,"57,668,052"
24/11/2022,"56,613,399"
25/11/2022,"61,612,245"
26/11/2022,"50,775,874"
27/11/2022,"10,280,000"
28/11/2022,"84,938,895"
29/11/2022,"24,187,690"
30/11/2022,"92,907,428"
1/12/2022,"504,503,000"
2/12/2022,"133,450,000"
3/12/2022,"176,415,859"
4/12/2022,"11,024,000"
5/12/2022,"109,379,346"
6/12/2022,"121,195,196"
7/12/2022,"156,259,000"
8/12/2022,"79,497,088"
9/12/2022,"80,972,396"
10/12/2022,"184,445,265"
11/12/2022,"62,631,000"
12/12/2022,"102,698,734"
13/12/2022,"52,843,066"
14/12/2022,"98,213,032"
15/12/2022,"94,586,484"
16/12/2022,"160,524,584"
17/12/2022,"107,665,108"
18/12/2022,"3,384,000"
19/12/2022,"110,147,002"
20/12/2022,"49,142,186"
21/12/2022,"51,809,600"
22/12/2022,"46,432,092"
23/12/2022,"67,327,604"
24/12/2022,"17,662,662"
25/12/2022,"7,632,000"
26/12/2022,"117,103,232"
27/12/2022,"69,877,000"
28/12/2022,"62,374,346"
29/12/2022,"68,256,902"
30/12/2022,"235,067,000"
31/12/2022,"109,901,104"
1/1/2023,"37,114,000"
2/1/2023,"42,284,000"
3/1/2023,"203,252,996"
4/1/2023,"64,492,000"
5/1/2023,"71,413,972"
6/1/2023,"36,094,996"
7/1/2023,"13,956,000"
8/1/2023,"26,830,000"
9/1/2023,"96,999,158"
10/1/2023,"70,967,882"
11/1/2023,"31,099,000"
12/1/2023,"88,277,812"
13/01/2023,"26,558,984"
14/01/2023,"21,792,040"
15/01/2023,"19,686,000"
16/01/2023,"75,038,292"
17/01/2023,"72,104,000"
18/01/2023,"20,740,000"
19/01/2023,"15,388,000"
27/01/2023,"14,136,000"
28/01/2023,"55,512,000"
29/01/2023,"26,100,000"
30/01/2023,"108,767,660"
31/01/2023,"139,724,530"
1/2/2023,"244,747,000"
2/2/2023,"124,687,183"
3/2/2023,"132,874,453"
4/2/2023,"65,164,492"
5/2/2023,"74,109,114"
6/2/2023,"19,504,352"
7/2/2023,"67,673,345"
8/2/2023,"39,592,000"
9/2/2023,"640,792,000"
10/2/2023,"83,300,798"
11/2/2023,"110,332,622"
12/2/2023,"21,156,000"
13/02/2023,"96,731,935"
14/02/2023,"74,771,000"
15/02/2023,"112,566,000"
16/02/2023,"112,729,760"
17/02/2023,"90,297,492"
18/02/2023,"59,153,000"
19/02/2023,"4,680,000"
20/02/2023,"117,886,610"
21/02/2023,"39,116,000"
22/02/2023,"72,071,724"
23/02/2023,"44,596,218"
24/02/2023,"52,744,000"
25/02/2023,"34,936,975"
26/02/2023,"32,436,000"
27/02/2023,"67,472,749"
28/02/2023,"59,842,563"
1/3/2023,"535,355,780"
2/3/2023,"38,339,000"
3/3/2023,"67,274,000"
4/3/2023,"40,806,000"
5/3/2023,"71,556,000"
6/3/2023,"91,244,827"
7/3/2023,"18,516,000"
8/3/2023,"49,407,991"
9/3/2023,"72,358,164"
10/3/2023,"98,594,965"
11/3/2023,"21,727,478"
12/3/2023,"19,397,000"
13/03/2023,"758,701,000"
14/03/2023,"79,174,093"
15/03/2023,"61,935,599"
16/03/2023,"57,588,000"
17/03/2023,"81,811,000"
18/03/2023,"32,670,000"
19/03/2023,"7,140,000"
20/03/2023,"96,208,491"
21/03/2023,"60,431,797"
22/03/2023,"70,978,972"
23/03/2023,"25,023,000"
24/03/2023,"51,486,000"
25/03/2023,"36,375,712"
26/03/2023,"12,363,000"
27/03/2023,"56,778,996"
28/03/2023,"71,613,109"
29/03/2023,"66,520,000"
30/03/2023,"32,816,000"
31/03/2023,"119,721,544"
1/4/2023,"33,580,000"
2/4/2023,"15,456,000"
3/4/2023,"80,991,000"
4/4/2023,"-2,435,544"
5/4/2023,"19,703,000"
6/4/2023,"157,523,780"
7/4/2023,"88,386,000"
8/4/2023,"65,647,962"
9/4/2023,"56,400,000"
10/4/2023,"101,508,956"
11/4/2023,"53,266,928"
12/4/2023,"35,592,000"
13/04/2023,"257,681,000"
14/04/2023,"347,612,000"
15/04/2023,"81,899,439"
16/04/2023,"32,602,000"
17/04/2023,"78,462,559"
18/04/2023,"50,612,000"
19/04/2023,"81,033,236"
20/04/2023,"21,190,000"
21/04/2023,"34,863,560"
22/04/2023,"26,724,100"
23/04/2023,"2,040,000"
24/04/2023,"72,435,000"
25/04/2023,"31,587,000"
26/04/2023,"21,423,975"
27/04/2023,"34,911,550"
28/04/2023,"115,932,556"
29/04/2023,"5,628,000"
3/5/2023,"31,784,000"
4/5/2023,"231,914,850"
5/5/2023,"431,085,850"
6/5/2023,"782,631,000"
7/5/2023,"185,536,000"
8/5/2023,"144,007,802"
9/5/2023,"129,421,000"
10/5/2023,"108,492,000"
11/5/2023,"122,595,302"
12/5/2023,"45,011,000"
13/05/2023,"27,379,000"
14/05/2023,"6,449,000"
15/05/2023,"118,012,169"
16/05/2023,"28,059,251"
17/05/2023,"15,232,000"
18/05/2023,"48,905,507"
19/05/2023,"53,284,187"
20/05/2023,"32,199,735"
21/05/2023,"3,102,000"
22/05/2023,"90,783,629"
23/05/2023,"25,446,660"
24/05/2023,"36,272,634"
25/05/2023,"77,088,168"
26/05/2023,"30,112,000"
27/05/2023,"11,757,123"
28/05/2023,"11,580,000"
29/05/2023,"123,142,938"
30/05/2023,"55,540,084"
31/05/2023,"30,951,000"
1/6/2023,"53,778,998"
2/6/2023,"39,553,992"
3/6/2023,"17,156,000"
4/6/2023,"31,030,000"
5/6/2023,"56,082,164"
6/6/2023,"53,763,290"
7/6/2023,"35,962,774"
8/6/2023,"13,629,698"
9/6/2023,"30,330,000"
10/6/2023,"7,950,000"
12/6/2023,"56,521,547"
13/06/2023,"227,647,000"
14/06/2023,"1,132,514,000"
15/06/2023,"244,299,956"
16/06/2023,"508,672,106"
17/06/2023,"115,534,000"
18/06/2023,"68,764,000"
19/06/2023,"75,859,495"
20/06/2023,"61,337,882"
21/06/2023,"37,437,994"
22/06/2023,"40,958,980"
23/06/2023,"35,562,000"
24/06/2023,"61,923,968"
25/06/2023,"9,104,000"
26/06/2023,"36,892,988"
27/06/2023,"55,111,996"
28/06/2023,"198,926,000"
29/06/2023,"533,165,992"
30/06/2023,"546,530,000"
1/7/2023,"120,186,624"
2/7/2023,"6,362,000"
3/7/2023,"73,781,974"
4/7/2023,"77,318,042"
5/7/2023,"21,071,082"
6/7/2023,"70,068,072"
7/7/2023,"59,944,000"
8/7/2023,"13,284,000"
9/7/2023,"10,080,000"
10/7/2023,"46,018,048"
11/7/2023,"61,849,184"
12/7/2023,"45,344,000"
13/07/2023,"37,102,208"
14/07/2023,"31,829,232"
15/07/2023,"7,494,000"
16/07/2023,"1,344,000"
17/07/2023,"45,081,000"
18/07/2023,"106,626,998"
19/07/2023,"44,174,000"
20/07/2023,"18,235,000"
21/07/2023,"115,085,000"
22/07/2023,"41,281,993"
23/07/2023,"1,044,000"
24/07/2023,"31,754,260"
25/07/2023,"49,554,000"
26/07/2023,"47,412,285"
27/07/2023,"9,791,000"
28/07/2023,"22,845,000"
29/07/2023,"8,624,000"
30/07/2023,"15,131,784"
31/07/2023,"34,990,000"
1/8/2023,"23,008,000"
2/8/2023,"68,479,178"
3/8/2023,"156,502,928"
4/8/2023,"270,163,000"
5/8/2023,"544,634,000"
6/8/2023,"16,732,000"
7/8/2023,"24,252,000"
8/8/2023,"125,091,642"
9/8/2023,"292,547,552"
10/8/2023,"103,586,600"
11/8/2023,"69,522,456"
12/8/2023,"38,894,978"
14/08/2023,"-4,440,797"
15/08/2023,"91,308,277"
16/08/2023,"26,899,470"
17/08/2023,"27,441,000"
18/08/2023,"57,772,000"
19/08/2023,"25,628,000"
20/08/2023,"23,616,000"
21/08/2023,"114,158,000"
22/08/2023,"112,888,782"
23/08/2023,"81,170,991"
24/08/2023,"41,387,331"
25/08/2023,"53,286,688"
26/08/2023,"51,784,000"
27/08/2023,"12,635,000"
28/08/2023,"47,246,000"
29/08/2023,"39,604,000"
30/08/2023,"24,135,270"
31/08/2023,"102,542,441"
1/9/2023,"566,242,000"
3/9/2023,"6,768,000"
4/9/2023,"71,011,000"
5/9/2023,"103,434,590"
6/9/2023,"60,257,800"
7/9/2023,"118,667,152"
8/9/2023,"68,749,118"
9/9/2023,"61,395,834"
10/9/2023,"3,012,000"
11/9/2023,"77,473,969"
12/9/2023,"28,338,494"
13/09/2023,"72,082,068"
14/09/2023,"971,074,000"
15/09/2023,"309,842,000"
16/09/2023,"78,003,767"
17/09/2023,"6,926,000"
18/09/2023,"315,055,472"
19/09/2023,"128,326,000"
20/09/2023,"92,875,058"
21/09/2023,"85,191,794"
22/09/2023,"77,004,838"
23/09/2023,"61,930,000"
24/09/2023,"2,225,000"
25/09/2023,"66,891,958"
26/09/2023,"67,430,358"
27/09/2023,"29,116,000"
28/09/2023,"70,554,187"
29/09/2023,"53,508,578"
30/09/2023,"45,046,000"
1/10/2023,"23,180,000"
2/10/2023,"72,146,000"
3/10/2023,"102,122,030"
4/10/2023,"44,045,754"
5/10/2023,"74,814,000"
6/10/2023,"53,869,000"
7/10/2023,"57,397,795"
8/10/2023,"29,304,000"
9/10/2023,"108,359,468"
10/10/2023,"63,918,228"
11/10/2023,"60,912,544"
12/10/2023,"60,915,701"
13/10/2023,"88,458,000"
14/10/2023,"25,303,448"
15/10/2023,"14,210,000"
16/10/2023,"120,669,008"
17/10/2023,"263,696,000"
18/10/2023,"88,273,312"
19/10/2023,"60,496,796"
20/10/2023,"95,425,854"
21/10/2023,"23,715,000"
22/10/2023,"16,129,000"
23/10/2023,"90,580,000"
24/10/2023,"90,735,400"
25/10/2023,"54,131,000"
26/10/2023,"137,376,195"
27/10/2023,"95,167,945"
28/10/2023,"76,569,080"
29/10/2023,"43,144,000"
30/10/2023,"89,643,602"
31/10/2023,"63,448,681"
1/11/2023,"197,490,392"
2/11/2023,"72,754,506"
3/11/2023,"29,227,584"
4/11/2023,"54,870,000"
6/11/2023,"100,463,974"
7/11/2023,"52,094,669"
8/11/2023,"48,998,000"
9/11/2023,"51,958,000"
10/11/2023,"14,909,000"
11/11/2023,"53,180,541"
12/11/2023,"22,044,000"
13/11/2023,"63,831,000"
14/11/2023,"31,800,000"
15/11/2023,"65,560,767"
16/11/2023,"36,120,260"
17/11/2023,"47,913,994"
18/11/2023,"19,115,696"
20/11/2023,"51,671,000"
21/11/2023,"131,072,656"
22/11/2023,"132,785,320"
23/11/2023,"155,658,989"
24/11/2023,"62,650,392"
25/11/2023,"34,324,561"
26/11/2023,"1,918,000"
27/11/2023,"58,755,000"
28/11/2023,"120,688,488"
29/11/2023,"22,039,000"
30/11/2023,"67,212,481"
1/12/2023,"25,333,000"
2/12/2023,"106,887,705"
4/12/2023,"115,313,000"
5/12/2023,"47,966,522"
6/12/2023,"469,524,000"
7/12/2023,"39,103,000"
8/12/2023,"234,570,000"
9/12/2023,"57,956,888"
10/12/2023,"5,664,000"
11/12/2023,"993,094,261"
12/12/2023,"97,944,000"
13/12/2023,"155,268,000"
14/12/2023,"155,209,014"
15/12/2023,"101,201,000"
16/12/2023,"134,596,180"
17/12/2023,"7,752,000"
18/12/2023,"121,261,605"
19/12/2023,"46,108,516"
20/12/2023,"52,724,469"
21/12/2023,"64,183,184"
22/12/2023,"165,515,000"
23/12/2023,"15,036,000"
24/12/2023,"31,748,980"
25/12/2023,"66,377,128"
26/12/2023,"47,939,317"
27/12/2023,"31,745,312"
28/12/2023,"49,687,010"
29/12/2023,"32,100,000"
30/12/2023,"2,385,840"
1/1/2024,"-22,450,000"
2/1/2024,"98,435,864"
3/1/2024,"36,017,000"
4/1/2024,"56,400,000"
5/1/2024,"120,477,000"
6/1/2024,"32,924,680"
7/1/2024,"6,012,000"
8/1/2024,"64,135,000"
9/1/2024,"163,886,677"
10/1/2024,"72,562,000"
11/1/2024,"89,658,246"
12/1/2024,"49,123,000"
13/01/2024,"37,115,478"
14/01/2024,"12,624,000"
15/01/2024,"34,529,994"
16/01/2024,"48,729,941"
17/01/2024,"38,403,000"
18/01/2024,"52,072,312"
19/01/2024,"29,017,296"
20/01/2024,"21,486,000"
21/01/2024,"270,060,000"
22/01/2024,"62,645,406"
23/01/2024,"276,151,874"
24/01/2024,"1,010,186,782"
25/01/2024,"276,053,843"
26/01/2024,"102,433,592"
27/01/2024,"118,322,400"
28/01/2024,"70,911,956"
29/01/2024,"91,964,219"
30/01/2024,"37,384,000"
31/01/2024,"160,124,000"
1/2/2024,"59,692,000"
2/2/2024,"50,800,247"
3/2/2024,"41,498,000"
4/2/2024,"39,608,000"
5/2/2024,"248,983,843"
6/2/2024,"36,042,000"
7/2/2024,"18,491,000"
8/2/2024,"5,148,000"
14/02/2024,"2,208,000"
15/02/2024,"111,660,000"
16/02/2024,"57,264,000"
17/02/2024,"106,339,000"
18/02/2024,"18,849,000"
19/02/2024,"108,597,000"
20/02/2024,"78,970,315"
21/02/2024,"105,682,504"
22/02/2024,"54,198,562"
23/02/2024,"59,439,712"
24/02/2024,"56,408,000"
25/02/2024,"30,098,000"
26/02/2024,"112,339,507"
27/02/2024,"53,601,367"
28/02/2024,"63,527,000"
29/02/2024,"58,217,042"
1/3/2024,"188,779,698"
2/3/2024,"14,222,000"
3/3/2024,"10,320,000"
4/3/2024,"104,496,277"
5/3/2024,"69,352,340"
6/3/2024,"32,248,328"
7/3/2024,"65,264,312"
8/3/2024,"28,870,624"
9/3/2024,"27,048,000"
10/3/2024,"6,658,896"
11/3/2024,"588,871,000"
12/3/2024,"158,734,682"
13/03/2024,"169,323,314"
14/03/2024,"76,042,464"
15/03/2024,"22,717,000"
16/03/2024,"20,904,000"
17/03/2024,"33,108,000"
18/03/2024,"131,749,548"
19/03/2024,"92,333,188"
20/03/2024,"300,809,252"
21/03/2024,"59,266,000"
22/03/2024,"62,752,314"
